20:44:58.791 INFO     Starting ED Autopilot V1.7.0 beta 1.
20:45:02.257 DEBUG    Journal*.log: read: 232 ship: {'time': 272, 'odyssey': True, 'status': 'starting_docking', 'type': 'panthermkii', 'location': 'Wally Bei', 'star_class': 'K', 'target': None, 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': None, 'interdicted': False, 'no_dock_reason': 'Distance', 'mission_completed': 0, 'mission_redirected': 0, 'body': 'Malerba Orbital', 'dist_jumped': 10.633, 'jumps_remains': 0, 'fuel_capacity': 128.0, 'fuel_level': 113.205376, 'fuel_percent': 88, 'is_scooping': False, 'cur_star_system': 'Wally Bei', 'cur_station': 'Mullane Mines', 'cur_station_type': 'Coriolis', 'cargo_capacity': 1232, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': 'Malerba Orbital', 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': True, 'StationServices': ['dock', 'autodock', 'blackmarket', 'commodities', 'contacts', 'exploration', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'tuning', 'engineer', 'missionsgenerated', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'materialtrader', 'stationMenu', 'shop', 'livery', 'socialspace', 'bartender', 'vistagenomics', 'pioneersupplies', 'apexinterstellar', 'frontlinesolutions', 'registeringcolonisation']}
20:45:02.257 DEBUG    Journal*.log: read: 235 ship: {'time': 272, 'odyssey': True, 'status': 'dockinggranted', 'type': 'panthermkii', 'location': 'Wally Bei', 'star_class': 'K', 'target': None, 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': None, 'interdicted': False, 'no_dock_reason': 'Distance', 'mission_completed': 0, 'mission_redirected': 0, 'body': 'Malerba Orbital', 'dist_jumped': 10.633, 'jumps_remains': 0, 'fuel_capacity': 128.0, 'fuel_level': 113.205376, 'fuel_percent': 88, 'is_scooping': False, 'cur_star_system': 'Wally Bei', 'cur_station': 'Mullane Mines', 'cur_station_type': 'Coriolis', 'cargo_capacity': 1232, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': 'Malerba Orbital', 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': True, 'StationServices': ['dock', 'autodock', 'blackmarket', 'commodities', 'contacts', 'exploration', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'tuning', 'engineer', 'missionsgenerated', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'materialtrader', 'stationMenu', 'shop', 'livery', 'socialspace', 'bartender', 'vistagenomics', 'pioneersupplies', 'apexinterstellar', 'frontlinesolutions', 'registeringcolonisation']}
20:45:02.259 DEBUG    Journal*.log: read: 238 ship: {'time': 272, 'odyssey': True, 'status': 'in_station', 'type': 'panthermkii', 'location': 'Wally Bei', 'star_class': 'K', 'target': None, 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': None, 'interdicted': False, 'no_dock_reason': 'Distance', 'mission_completed': 0, 'mission_redirected': 0, 'body': 'Malerba Orbital', 'dist_jumped': 10.633, 'jumps_remains': 0, 'fuel_capacity': 128.0, 'fuel_level': 113.205376, 'fuel_percent': 88, 'is_scooping': False, 'cur_star_system': 'Wally Bei', 'cur_station': 'Malerba Orbital', 'cur_station_type': 'Orbis', 'cargo_capacity': 1232, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': 'Malerba Orbital', 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': True, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'exploration', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'tuning', 'engineer', 'missionsgenerated', 'facilitator', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'bartender', 'vistagenomics', 'pioneersupplies', 'apexinterstellar', 'frontlinesolutions', 'registeringcolonisation']}
20:45:02.259 DEBUG    Journal*.log: read: 243 ship: {'time': 272, 'odyssey': True, 'status': 'in_station', 'type': 'panthermkii', 'location': 'Wally Bei', 'star_class': 'K', 'target': None, 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': None, 'interdicted': False, 'no_dock_reason': 'Distance', 'mission_completed': 1, 'mission_redirected': 0, 'body': 'Malerba Orbital', 'dist_jumped': 10.633, 'jumps_remains': 0, 'fuel_capacity': 128.0, 'fuel_level': 113.205376, 'fuel_percent': 88, 'is_scooping': False, 'cur_star_system': 'Wally Bei', 'cur_station': 'Malerba Orbital', 'cur_station_type': 'Orbis', 'cargo_capacity': 1232, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': 'Malerba Orbital', 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': True, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'exploration', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'tuning', 'engineer', 'missionsgenerated', 'facilitator', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'bartender', 'vistagenomics', 'pioneersupplies', 'apexinterstellar', 'frontlinesolutions', 'registeringcolonisation']}
20:45:02.259 DEBUG    Journal*.log: read: 249 ship: {'time': 272, 'odyssey': True, 'status': 'in_station', 'type': 'panthermkii', 'location': 'Wally Bei', 'star_class': 'K', 'target': None, 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': None, 'interdicted': False, 'no_dock_reason': 'Distance', 'mission_completed': 2, 'mission_redirected': 0, 'body': 'Malerba Orbital', 'dist_jumped': 10.633, 'jumps_remains': 0, 'fuel_capacity': 128.0, 'fuel_level': 113.205376, 'fuel_percent': 88, 'is_scooping': False, 'cur_star_system': 'Wally Bei', 'cur_station': 'Malerba Orbital', 'cur_station_type': 'Orbis', 'cargo_capacity': 1232, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': 'Malerba Orbital', 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': True, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'exploration', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'tuning', 'engineer', 'missionsgenerated', 'facilitator', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'bartender', 'vistagenomics', 'pioneersupplies', 'apexinterstellar', 'frontlinesolutions', 'registeringcolonisation']}
20:45:02.260 DEBUG    Journal*.log: read: 251 ship: {'time': 272, 'odyssey': True, 'status': 'in_station', 'type': 'panthermkii', 'location': 'Wally Bei', 'star_class': 'K', 'target': None, 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': None, 'interdicted': False, 'no_dock_reason': 'Distance', 'mission_completed': 3, 'mission_redirected': 0, 'body': 'Malerba Orbital', 'dist_jumped': 10.633, 'jumps_remains': 0, 'fuel_capacity': 128.0, 'fuel_level': 113.205376, 'fuel_percent': 88, 'is_scooping': False, 'cur_star_system': 'Wally Bei', 'cur_station': 'Malerba Orbital', 'cur_station_type': 'Orbis', 'cargo_capacity': 1232, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': 'Malerba Orbital', 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': True, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'exploration', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'tuning', 'engineer', 'missionsgenerated', 'facilitator', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'bartender', 'vistagenomics', 'pioneersupplies', 'apexinterstellar', 'frontlinesolutions', 'registeringcolonisation']}
20:45:02.260 DEBUG    Journal*.log: read: 252 ship: {'time': 272, 'odyssey': True, 'status': 'in_station', 'type': 'panthermkii', 'location': 'Wally Bei', 'star_class': 'K', 'target': None, 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': None, 'interdicted': False, 'no_dock_reason': 'Distance', 'mission_completed': 4, 'mission_redirected': 0, 'body': 'Malerba Orbital', 'dist_jumped': 10.633, 'jumps_remains': 0, 'fuel_capacity': 128.0, 'fuel_level': 113.205376, 'fuel_percent': 88, 'is_scooping': False, 'cur_star_system': 'Wally Bei', 'cur_station': 'Malerba Orbital', 'cur_station_type': 'Orbis', 'cargo_capacity': 1232, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': 'Malerba Orbital', 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': True, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'exploration', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'tuning', 'engineer', 'missionsgenerated', 'facilitator', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'bartender', 'vistagenomics', 'pioneersupplies', 'apexinterstellar', 'frontlinesolutions', 'registeringcolonisation']}
20:45:02.260 DEBUG    Journal*.log: read: 256 ship: {'time': 272, 'odyssey': True, 'status': 'in_station', 'type': 'panthermkii', 'location': 'Wally Bei', 'star_class': 'K', 'target': None, 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': None, 'interdicted': False, 'no_dock_reason': 'Distance', 'mission_completed': 5, 'mission_redirected': 0, 'body': 'Malerba Orbital', 'dist_jumped': 10.633, 'jumps_remains': 0, 'fuel_capacity': 128.0, 'fuel_level': 113.205376, 'fuel_percent': 88, 'is_scooping': False, 'cur_star_system': 'Wally Bei', 'cur_station': 'Malerba Orbital', 'cur_station_type': 'Orbis', 'cargo_capacity': 1232, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': 'Malerba Orbital', 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': True, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'exploration', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'tuning', 'engineer', 'missionsgenerated', 'facilitator', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'bartender', 'vistagenomics', 'pioneersupplies', 'apexinterstellar', 'frontlinesolutions', 'registeringcolonisation']}
20:45:02.260 DEBUG    Journal*.log: read: 262 ship: {'time': 272, 'odyssey': True, 'status': 'in_station', 'type': 'panthermkii', 'location': 'Wally Bei', 'star_class': 'K', 'target': None, 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': None, 'interdicted': False, 'no_dock_reason': 'Distance', 'mission_completed': 6, 'mission_redirected': 0, 'body': 'Malerba Orbital', 'dist_jumped': 10.633, 'jumps_remains': 0, 'fuel_capacity': 128.0, 'fuel_level': 113.205376, 'fuel_percent': 88, 'is_scooping': False, 'cur_star_system': 'Wally Bei', 'cur_station': 'Malerba Orbital', 'cur_station_type': 'Orbis', 'cargo_capacity': 1232, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': 'Malerba Orbital', 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': True, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'exploration', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'tuning', 'engineer', 'missionsgenerated', 'facilitator', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'bartender', 'vistagenomics', 'pioneersupplies', 'apexinterstellar', 'frontlinesolutions', 'registeringcolonisation']}
20:45:02.260 DEBUG    Journal*.log: read: 266 ship: {'time': 272, 'odyssey': True, 'status': 'starting_undocking', 'type': 'panthermkii', 'location': 'Wally Bei', 'star_class': 'K', 'target': None, 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': None, 'interdicted': False, 'no_dock_reason': 'Distance', 'mission_completed': 6, 'mission_redirected': 0, 'body': 'Malerba Orbital', 'dist_jumped': 10.633, 'jumps_remains': 0, 'fuel_capacity': 128.0, 'fuel_level': 113.205376, 'fuel_percent': 88, 'is_scooping': False, 'cur_star_system': 'Wally Bei', 'cur_station': 'Malerba Orbital', 'cur_station_type': 'Orbis', 'cargo_capacity': 1232, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': 'Malerba Orbital', 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': True, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'exploration', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'tuning', 'engineer', 'missionsgenerated', 'facilitator', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'bartender', 'vistagenomics', 'pioneersupplies', 'apexinterstellar', 'frontlinesolutions', 'registeringcolonisation']}
20:45:02.260 DEBUG    Journal*.log: read: 267 ship: {'time': 272, 'odyssey': True, 'status': 'in_undocking', 'type': 'panthermkii', 'location': 'Wally Bei', 'star_class': 'K', 'target': None, 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': None, 'interdicted': False, 'no_dock_reason': 'Distance', 'mission_completed': 6, 'mission_redirected': 0, 'body': 'Malerba Orbital', 'dist_jumped': 10.633, 'jumps_remains': 0, 'fuel_capacity': 128.0, 'fuel_level': 113.205376, 'fuel_percent': 88, 'is_scooping': False, 'cur_star_system': 'Wally Bei', 'cur_station': 'Malerba Orbital', 'cur_station_type': 'Orbis', 'cargo_capacity': 1232, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': 'Malerba Orbital', 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': True, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'exploration', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'tuning', 'engineer', 'missionsgenerated', 'facilitator', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'bartender', 'vistagenomics', 'pioneersupplies', 'apexinterstellar', 'frontlinesolutions', 'registeringcolonisation']}
20:45:02.260 DEBUG    Journal*.log: read: 268 ship: {'time': 272, 'odyssey': True, 'status': 'in_space', 'type': 'panthermkii', 'location': 'Wally Bei', 'star_class': 'K', 'target': None, 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': None, 'interdicted': False, 'no_dock_reason': 'Distance', 'mission_completed': 6, 'mission_redirected': 0, 'body': 'Malerba Orbital', 'dist_jumped': 10.633, 'jumps_remains': 0, 'fuel_capacity': 128.0, 'fuel_level': 113.205376, 'fuel_percent': 88, 'is_scooping': False, 'cur_star_system': 'Wally Bei', 'cur_station': 'Malerba Orbital', 'cur_station_type': 'Orbis', 'cargo_capacity': 1232, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': 'Malerba Orbital', 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': True, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'exploration', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'tuning', 'engineer', 'missionsgenerated', 'facilitator', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'bartender', 'vistagenomics', 'pioneersupplies', 'apexinterstellar', 'frontlinesolutions', 'registeringcolonisation']}
20:45:02.260 DEBUG    Journal*.log: read: 269 ship: {'time': 272, 'odyssey': True, 'status': 'starting_supercruise', 'type': 'panthermkii', 'location': 'Wally Bei', 'star_class': 'K', 'target': None, 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': None, 'interdicted': False, 'no_dock_reason': 'Distance', 'mission_completed': 6, 'mission_redirected': 0, 'body': 'Malerba Orbital', 'dist_jumped': 10.633, 'jumps_remains': 0, 'fuel_capacity': 128.0, 'fuel_level': 113.205376, 'fuel_percent': 88, 'is_scooping': False, 'cur_star_system': 'Wally Bei', 'cur_station': 'Malerba Orbital', 'cur_station_type': 'Orbis', 'cargo_capacity': 1232, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': None, 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': True, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'exploration', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'tuning', 'engineer', 'missionsgenerated', 'facilitator', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'bartender', 'vistagenomics', 'pioneersupplies', 'apexinterstellar', 'frontlinesolutions', 'registeringcolonisation']}
20:45:02.260 DEBUG    Journal*.log: read: 270 ship: {'time': 272, 'odyssey': True, 'status': 'in_supercruise', 'type': 'panthermkii', 'location': 'Wally Bei', 'star_class': 'K', 'target': None, 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': None, 'interdicted': False, 'no_dock_reason': 'Distance', 'mission_completed': 6, 'mission_redirected': 0, 'body': 'Malerba Orbital', 'dist_jumped': 10.633, 'jumps_remains': 0, 'fuel_capacity': 128.0, 'fuel_level': 113.205376, 'fuel_percent': 88, 'is_scooping': False, 'cur_star_system': 'Wally Bei', 'cur_station': 'Malerba Orbital', 'cur_station_type': 'Orbis', 'cargo_capacity': 1232, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': None, 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': True, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'exploration', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'tuning', 'engineer', 'missionsgenerated', 'facilitator', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'bartender', 'vistagenomics', 'pioneersupplies', 'apexinterstellar', 'frontlinesolutions', 'registeringcolonisation']}
20:45:02.260 DEBUG    Journal*.log: read: 276 ship: {'time': 272, 'odyssey': True, 'status': 'in_supercruise', 'type': 'panthermkii', 'location': 'Wally Bei', 'star_class': 'K', 'target': None, 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': None, 'interdicted': False, 'no_dock_reason': 'Distance', 'mission_completed': 6, 'mission_redirected': 0, 'body': 'Malerba Orbital', 'dist_jumped': 10.633, 'jumps_remains': 0, 'fuel_capacity': 128.0, 'fuel_level': 113.205376, 'fuel_percent': 88, 'is_scooping': False, 'cur_star_system': 'Wally Bei', 'cur_station': 'Malerba Orbital', 'cur_station_type': 'Orbis', 'cargo_capacity': 1232, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': 'Swanson Port', 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': True, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'exploration', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'tuning', 'engineer', 'missionsgenerated', 'facilitator', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'bartender', 'vistagenomics', 'pioneersupplies', 'apexinterstellar', 'frontlinesolutions', 'registeringcolonisation']}
